cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	neighborhood	Neuronal	Glial	CTX.cluster_label	supertype.markers.combo _within subclass_	supertype.markers.combo	CCF_acronym.freq	sex.bias	cluster.markers.combo _within subclass_	nt.markers	CTX.supertype_label	v2.size	v3.size	cluster.TF.markers.combo	multiome.size	Dark	subclass.markers.combo	Light	anatomical_annotation	CTX.supertype_id	np.markers	CTX.subclass_id	cluster.markers.combo	CTX.subclass_label	CCF_broad.freq	merfish.markers.combo	CTX.size	subclass.tf.markers.combo	nt_type_label	nt_type_combo_label	CTX.cluster_id	CTX.neighborhood_id	F	CTX.neighborhood_label	M
CS20230722_CLUS_0020	0020 IT EP-CLA Glut_3		CS20230722_SUPT_0005	0005 IT EP-CLA Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a7:9.71,Slc17a6:7.38,Gad2:4.69	Slc17a7|Slc17a6|Gad2	Pallium-Glut	None	None	212_L5 IT TPE-ENT_3	None	None	PIR:0.42,EPv:0.32,EPd:0.07	None	Cenpf,Egr2	Slc17a7:9.71,Slc17a6:7.38,Gad2:4.69	Dcn	59	32	Satb2,Sox6,Egr2	0	0.12	None	0.88	EPv extension?	37	Cck:9,Adcyap1:8.4	18	A830029E22Rik,Col14a1,Egr2	L5 IT TPE-ENT	OLF:0.53,CTXsp:0.42	Rxfp1,Sox6,Egr2,Npsr1	1	None	Glut	Glut	212	4	0.69	L4_5_6_IT_Car3	0.31
CS20230722_CLUS_0021	0021 IT EP-CLA Glut_4		CS20230722_SUPT_0006	0006 IT EP-CLA Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a7:10.61	Slc17a7	Pallium-Glut	None	None	227_L6 IT CTX_1	None	None	PIR:0.27,OLF:0.26,EPd:0.24,ORBl2/3:0.08	None	Ntn4	Slc17a7:10.61	Penk	173	145	Satb2,Rorb,Nr4a2,Elk3,L3mbtl4,Bcl11b	0	0.07	None	0.93	EPd an	41	Cck:9.5	19	Blnk,Igf1,Medag,Ntn4	L6 IT CTX	OLF:0.56,CTXsp:0.26	Npsr1,Igfbp6,Ighm,A830036E02Rik,Pdzrn3	22	None	Glut	Glut	227	4	0.61	L4_5_6_IT_Car3	0.39
CS20230722_CLUS_0022	0022 IT EP-CLA Glut_4		CS20230722_SUPT_0006	0006 IT EP-CLA Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a7:10.5	Slc17a7	Pallium-Glut	None	None	223_L6 IT CTX_2	None	None	AON:0.38,OLF:0.22,PIR:0.09,EPd:0.08,DP:0.04	None	Gm40518	Slc17a7:10.5	Fst	281	65	Satb2,Elk3,Fezf2,Bcl6,Zfp941,Bcl11b	0	0.06	None	0.94	AON-DP	43	Cck:9.4	19	Gm40518,Adamts4,Npsr1	L6 IT CTX	OLF:0.75,Isocortex:0.13	Lsp1,Npsr1,Rspo2	2	None	Glut	Glut	223	4	0.54	L4_5_6_IT_Car3	0.46
CS20230722_CLUS_0023	0023 L5/6 IT TPE-ENT Glut_1		CS20230722_SUPT_0007	0007 L5/6 IT TPE-ENT Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:10.59	Slc17a7	Pallium-Glut	None	None	191_L4/5 IT CTX_4	None	None	AId5:0.06,ENTl5:0.06,AId2/3:0.05,MOs2/3:0.04,EPv:0.04,PL2/3:0.04,VISC5:0.04,PIR:0.03,ECT5:0.03,BLAv:0.03,AIp5:0.03,BLAa:0.03,ECT2/3:0.03,MOp5:0.03,AIp2/3:0.03,MOs5:0.02,TEa4:0.02,TEa5:0.02,MOp2/3:0.02,ORBm2/3:0.02,ILA2/3:0.01,GU4:0.01,VISC4:0.01,AIv5:0.01,PL5:0.01,PERI5:0.01,GU2/3:0.01,VISpor2/3:0.01,ACAd2/3:0.01,PERI2/3:0.01,ORBl5:0.01	None	Ndst4	Slc17a7:10.59	Slc22a4	716	101	Fezf2,L3mbtl4,Rxrg,Ovol2,Tox2,Rorb	0	0.06	None	0.94	TPE-AI-PFC, BMA	39	Cck:9.4	16	Gm39822,Trdn,Inhbb,Tmem40	L4/5 IT CTX	Isocortex:0.73,CTXsp:0.14	Cyp26b1,Egln3,Rxfp1,Ccn3,Scn5a	602	None	Glut	Glut	191	4	0.36	L4_5_6_IT_Car3	0.64
CS20230722_CLUS_0024	0024 L5/6 IT TPE-ENT Glut_1		CS20230722_SUPT_0007	0007 L5/6 IT TPE-ENT Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:10.41	Slc17a7	Pallium-Glut	None	None	210_L5 IT TPE-ENT	None	None	ENTl5:0.35,ENTl6a:0.24,TR:0.07,ECT5:0.06,ECT6a:0.03,EPd:0.03,ec:0.03	None	Clrn1	Slc17a7:10.41	Dcn	702	49	Fezf2,Rorb,Foxp2,Rxrg,Bhlhe22,Tshz2	0	0.03	None	0.97	ENTl	37	Cck:9	18	Ighg2c,Dcn,Satb2	L5 IT TPE-ENT	RHP:0.63,Isocortex:0.18	Dcn,Arhgap25,Rorb,Tshz2	632	None	Glut	Glut	210	4	0.47	L4_5_6_IT_Car3	0.53
CS20230722_CLUS_0025	0025 L5/6 IT TPE-ENT Glut_1		CS20230722_SUPT_0007	0007 L5/6 IT TPE-ENT Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:9.92	Slc17a7	Pallium-Glut	None	None	192_L4/5 IT CTX_7	None	None	ENTl5:0.47,ECT5:0.15,PERI5:0.1,ENTl3:0.09	None	Sfrp1	Slc17a7:9.92	Tshz2	442	70	Ovol2,Nr2f2,Rorb,Pparg,Fezf2,Zfp467	0	0.05	None	0.95	ENTl	26	Cck:6.9	16	Dcn,Dkkl1,5830418P13Rik	L4/5 IT CTX	RHP:0.67,Isocortex:0.33	Dcn,Cyp26b1,Rorb,Gpr88,Pparg	421	None	Glut	Glut	192	4	0.45	L4_5_6_IT_Car3	0.55
CS20230722_CLUS_0026	0026 L5/6 IT TPE-ENT Glut_2		CS20230722_SUPT_0008	0008 L5/6 IT TPE-ENT Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:10.5	Slc17a7	Pallium-Glut	None	None	216_L5 IT TPE-ENT	None	None	TEa5:0.12,ECT5:0.09,VISC5:0.07,VISpor5:0.05,PL5:0.05,AUDv5:0.04,SSs5:0.03,AId5:0.03,AIp5:0.03,PL2/3:0.03,ENTm5:0.02,GU5:0.02,ENTl6a:0.02,ACAv5:0.02,TEa6a:0.02,VISpl5:0.02,ECT6a:0.02,ILA5:0.02,ORBm5:0.01,VISC6a:0.01,ENTl5:0.01,GU4:0.01,ORBm2/3:0.01,ILA2/3:0.01,AIv5:0.01,SSs6a:0.01,AId6a:0.01,PL6a:0.01,PERI5:0.01	None	Cxcl12,Fezf2,Scml4	Slc17a7:10.5	Dcn	2624	751	Satb2,Twist2,Fezf2,Rxrg,Rorb,Pou6f2	0	0.11	None	0.89	AI-TPE-VISpor-PL	37	Cck:9.8	18	Prss22,Il1rapl2,Fgf11,Met	L5 IT TPE-ENT	Isocortex:0.9	Ccn3,Cbln1,Met,Bmpr1b,Tafa1,Crym,Rprm,Trpc7	2378	None	Glut	Glut	216	4	0.37	L4_5_6_IT_Car3	0.63
CS20230722_CLUS_0027	0027 L5/6 IT TPE-ENT Glut_2		CS20230722_SUPT_0008	0008 L5/6 IT TPE-ENT Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:9.95	Slc17a7	Pallium-Glut	None	None	212_L5 IT TPE-ENT_1	None	None	ENTl5:0.32,ENTl6a:0.11,ENTm5:0.08,TEa5:0.06,ENTm6:0.05,ECT5:0.05,PERI5:0.02,VISpor5:0.02,ENTl3:0.02,AUDv5:0.01,ECT2/3:0.01,VISpl5:0.01,PERI2/3:0.01	None	Tnfaip6,Fibcd1	Slc17a7:9.95	Dcn	592	147	Ovol2,Arid5a,Rorb,Rreb1,Esr1,Egr2	0	0.08	None	0.92	ENTl	37	Cck:9.1,Adcyap1:3.9	18	A830029E22Rik,Dcn,Adamts1,Fibcd1	L5 IT TPE-ENT	RHP:0.64,Isocortex:0.33	Dcn,Rxfp1,Egr2,Fibcd1,Cbln1	563	None	Glut	Glut	212	4	0.47	L4_5_6_IT_Car3	0.53
CS20230722_CLUS_0028	0028 L5/6 IT TPE-ENT Glut_2		CS20230722_SUPT_0008	0008 L5/6 IT TPE-ENT Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:10.24	Slc17a7	Pallium-Glut	None	None	212_L5 IT TPE-ENT_2	None	None	TEa5:0.12,PL5:0.06,VISpor5:0.06,ECT5:0.06,ENTm5:0.06,ACAv5:0.05,ENTl6a:0.03,VISpl5:0.03,APr:0.03,ENTl5:0.02,PL2/3:0.02,PL6a:0.02,AUDv5:0.02,ORBm5:0.02,VISC5:0.02,VISli5:0.02,ACAd5:0.01,ACAd6a:0.01,ACAv6a:0.01,AId6a:0.01,AUDp5:0.01,ILA5:0.01,ORBvl5:0.01,SSs5:0.01,ORBm2/3:0.01,RSPd5:0.01,TEa6a:0.01,VISp5:0.01,ILA2/3:0.01,ORBm6a:0.01,VISpor2/3:0.01,AId5:0.01,AIp6a:0.01	None	Lncbate10,Drd1	Slc17a7:10.24	Dcn	483	66	Ovol2,Egr2,Rxrg,Tox2,Fezf2,Lhx2	0	0.06	None	0.94	TPE po	37	Cck:9.7,Adcyap1:5.6	18	Lipg,Lncbate10,Pamr1,Drd1	L5 IT TPE-ENT	Isocortex:0.82	Rxfp1,Egr2,Kit,Wnt7b,Drd1,Lhx2,Shroom3	434	None	Glut	Glut	212	4	0.45	L4_5_6_IT_Car3	0.55
CS20230722_CLUS_0029	0029 L5/6 IT TPE-ENT Glut_3		CS20230722_SUPT_0009	0009 L5/6 IT TPE-ENT Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a7:9.79	Slc17a7	Pallium-Glut	None	None	222_L6 IT CTX	None	None	TEa5:0.11,GU5:0.1,SSs5:0.09,SSs6a:0.08,VISC5:0.07,TEa6a:0.05,VISC6a:0.04,AUDv5:0.04,ILA5:0.04,AId5:0.04,AId6a:0.04,AUDv6a:0.03,GU6a:0.03,AIp5:0.03,ECT5:0.02	None	Crispld2	Slc17a7:9.79	Fst	2514	388	Satb2,Glis1,Ovol2,Esr1,Pou6f2,Pparg	0	0.06	None	0.94	AI-TPE	43	Cck:9.7,Npy:3.9,Adcyap1:3.3	19	4930407I19Rik,Satb2,Crispld2,Chst9	L6 IT CTX	Isocortex:0.98	Smoc2,Drd1,Galnt14,Npy2r,Fras1,Oprk1,Lpl	2185	None	Glut	Glut	222	4	0.43	L4_5_6_IT_Car3	0.57
CS20230722_CLUS_0030	0030 L5/6 IT TPE-ENT Glut_4		CS20230722_SUPT_0010	0010 L5/6 IT TPE-ENT Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a7:9.92	Slc17a7	Pallium-Glut	None	None	213_L5 IT TPE-ENT_1	None	None	ENTl5:0.31,ENTl6a:0.18,ENTm5:0.14,ENTm6:0.14,TEa5:0.04	None	Pde11a,Stra6	Slc17a7:9.92	Dcn	1562	229	Satb2,Esr2,Fezf2,Foxp2,Esr1,Insm1	0	0.06	None	0.94	ENTl-ENTm po	37	Cck:9.2	18	Dcn,Prss22,Fibcd1,Kirrel3	L5 IT TPE-ENT	RHP:0.85	Dcn,Rxfp1,Pou6f2,Fibcd1,C1ql3,Dach1	1461	None	Glut	Glut	213	4	0.39	L4_5_6_IT_Car3	0.61
CS20230722_CLUS_0031	0031 L5/6 IT TPE-ENT Glut_5		CS20230722_SUPT_0011	0011 L5/6 IT TPE-ENT Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a7:9.73	Slc17a7	Pallium-Glut	None	None	215_L5 IT TPE-ENT	None	None	RSPagl2/3:0.21,VISpl2/3:0.15,VISpl5:0.14,RSPd2/3:0.08,RSPd5:0.07,VISpl1:0.06,ACAv5:0.05,RSPagl5:0.04	None	Trhr	Slc17a7:9.73	Dcn	178	47	Ovol2,L3mbtl4,Esr1,Foxp2,Tshz2,Klf5	0	0.12	None	0.88	RSPagl-VISpl	37	Cck:9,Grp:4.1	18	Susd5,Met,Trhr,Grp	L5 IT TPE-ENT	Isocortex:0.93	Met,Grp,Trhr,Pou6f2,Gda	163	None	Glut	Glut	215	4	0.32	L4_5_6_IT_Car3	0.68
CS20230722_CLUS_0032	0032 L5/6 IT TPE-ENT Glut_6		CS20230722_SUPT_0012	0012 L5/6 IT TPE-ENT Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a7:9.17	Slc17a7	Pallium-Glut	None	None	226_L6 IT CTX_3	None	None	PAR:0.38,PRE:0.38,SUB:0.15	None	Col5a2	Slc17a7:9.17	Penk	173	20	Osr1,Esr2,Tshz2,Tox	0	0.04	None	0.96	PAR	41	Cck:9.2	19	Osr1,Esr2,Cpm,Col5a2	L6 IT CTX	RHP:1	Osr1,Tacr1,Tshz2	165	None	Glut	Glut	226	4	0.52	L4_5_6_IT_Car3	0.48
CS20230722_CLUS_0033	0033 L6 IT CTX Glut_1		CS20230722_SUPT_0013	0013 L6 IT CTX Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:9.92	Slc17a7	Pallium-Glut	None	None	228_L6 IT CTX_1	None	None	ACAv5:0.34,ACAv6a:0.13,ACAd6a:0.09,RSPagl5:0.07,RSPd5:0.06,PL6a:0.05,ACAd5:0.05,PL5:0.04	None	Cntnap3,Rftn1,Trbc2	Slc17a7:9.92	Penk	967	170	Osr1,Satb2,Onecut2,Klf5,Pou6f2,Sall2	0	0.09	None	0.91	ACAv	41	Cck:10	19	4933406J09Rik,Cntnap3,Dpp10,Osr1	L6 IT CTX	Isocortex:0.97	Osr1,Cntnap3,Sv2b,Ramp3,Nptx2	949	None	Glut	Glut	228	4	0.51	L4_5_6_IT_Car3	0.49
CS20230722_CLUS_0034	0034 L6 IT CTX Glut_1		CS20230722_SUPT_0013	0013 L6 IT CTX Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:9.6	Slc17a7	Pallium-Glut	None	None	226_L6 IT CTX_1	None	None	ACAv5:0.17,PL6a:0.16,ACAv6a:0.1,ACAd6a:0.09,MOs6a:0.06,ILA6a:0.04,ILA5:0.04,PL5:0.03,RSPd6a:0.03,RSPv5:0.03,CLA:0.02,ORBm6a:0.02	None	Npy2r,Ccdc3,Rxfp1	Slc17a7:9.6	Penk	3240	975	Osr1,Satb2,Foxo1,Tox,Ovol2,Tox3	0	0.09	None	0.91	PL-ACAv	41	Cck:9.6,Npy:6.5	19	Blnk,Alkal1,Ccdc3,Npy2r	L6 IT CTX	Isocortex:0.95	Ccdc3,Osr1,Grik3,Ramp3,Rxfp1,Npy2r,Man1a	3148	None	Glut	Glut	226	4	0.42	L4_5_6_IT_Car3	0.58
CS20230722_CLUS_0035	0035 L6 IT CTX Glut_1		CS20230722_SUPT_0013	0013 L6 IT CTX Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:9.83	Slc17a7	Pallium-Glut	None	None	228_L6 IT CTX_2	None	None	ACAv5:0.28,PL6a:0.18,PL5:0.12,ACAv6a:0.08,ACAd6a:0.07,RSPagl5:0.05,RSPv5:0.04	None	Rab38,Cpne7	Slc17a7:9.83	Penk	819	234	Osr1,Dmrt2,Myt1l,Mef2c,Klf5	0	0.11	None	0.89	PL-ACAv	41	Cck:9.7	19	Osr1,Rxfp1,Rab38,Ccdc3	L6 IT CTX	Isocortex:1	Osr1,Rxfp1,Dmrt2,Sntg2,Parm1	801	None	Glut	Glut	228	4	0.38	L4_5_6_IT_Car3	0.62
CS20230722_CLUS_0036	0036 L6 IT CTX Glut_1		CS20230722_SUPT_0013	0013 L6 IT CTX Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:9.74	Slc17a7	Pallium-Glut	None	None	228_L6 IT CTX_3	None	None	AId6a:0.11,PL6a:0.1,SSs6a:0.1,GU6a:0.09,CLA:0.08,ACAd6a:0.06,MOp6a:0.06,MOs6a:0.05,ACAv6a:0.03,SSp-m6a:0.03,VISC6a:0.03,CP:0.02,fa:0.02,ILA5:0.01,ORBm6a:0.01,VISC6b:0.01	None	Col5a2,Igfn1	Slc17a7:9.74	Penk	2485	452	Osr1,Satb2,Hopx,Tox,Mkx,Klf5	0	0.06	None	0.94	AI-PL	41	Cck:9.4,Npy:7	19	Blnk,S100a3,Cxcr4,Pcdh15	L6 IT CTX	Isocortex:0.83	Osr1,Chrm2,Col27a1,Gfra1,Ccdc3,Syt17	2153	None	Glut	Glut	228	4	0.4	L4_5_6_IT_Car3	0.6
CS20230722_CLUS_0037	0037 L6 IT CTX Glut_1		CS20230722_SUPT_0013	0013 L6 IT CTX Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a7:9.81	Slc17a7	Pallium-Glut	None	None	223_L6 IT CTX_4	None	None	VISp5:0.1,VISp6a:0.1,RSPd6a:0.05,AUDp6a:0.05,RSPd5:0.05,VISpor5:0.04,TEa5:0.04,VISpl5:0.04,RSPagl5:0.03,TEa6a:0.03,AUDv6a:0.03,APr:0.03,RSPagl6a:0.03,AUDp5:0.03,AUDv5:0.03,VISl6a:0.02,SSs6a:0.02,VISpor6a:0.02,AUDd6a:0.02,VISl5:0.01,VISli5:0.01,SSp-bfd6a:0.01,VISpl6a:0.01	None	Col23a1,Rhbdl3,Chn2	Slc17a7:9.81	Fst	7762	1797	Osr1,Satb2,Lhx2,Pou6f2,Etv1,Esr1	0	0.09	None	0.91	VIS	43	Cck:10.1	19	Osr1,Il1rapl2,Met,Arhgap25	L6 IT CTX	Isocortex:0.94	Osr1,C1ql3,Met,Sv2b,Arhgap25,Adamts2	7547	None	Glut	Glut	223	4	0.35	L4_5_6_IT_Car3	0.65
CS20230722_CLUS_0038	0038 L6 IT CTX Glut_2		CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:10.21	Slc17a7	Pallium-Glut	None	None	209_L5/6 IT CTX	None	None	ORBl6a:0.15,ORBvl6a:0.12,ORBm6a:0.1,fa:0.09,AId6a:0.08,ORBl5:0.06,ORBl6b:0.03,ORBl2/3:0.03,MOs6a:0.03,ORBvl5:0.02,PL6a:0.02,scwm:0.02,MOp6a:0.02,VISp5:0.02,ORBm5:0.01,AId6b:0.01,CLA:0.01	None	Fign,Penk	Slc17a7:10.21	Penk	3695	285	Ovol2,Zfhx4,Satb2,Foxo6,Pou6f2,Bcl11b	0	0.03	None	0.97	ORB	41	Cck:10.2	17	Colq,Egr3,Penk,Trbc2	L5 IT CTX	Isocortex:0.86	Serpinb8,Ighm,C1ql3,Fign,Arhgap25,Penk,Slc17a7	3488	None	Glut	Glut	209	4	0.3	L4_5_6_IT_Car3	0.7
CS20230722_CLUS_0039	0039 L6 IT CTX Glut_2		CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:9.5	Slc17a7	Pallium-Glut	None	None	204_L5/6 IT CTX_2	None	None	MOp5:0.11,SSp-m5:0.11,SSp-bfd5:0.08,MOp2/3:0.07,SSp-ul5:0.06,SSs5:0.06,MOs5:0.05,MOs2/3:0.05,SSp-n5:0.03,SSp-ll5:0.03,SSp-m6a:0.02,VISp5:0.02,SSp-un5:0.02,SSp-bfd6a:0.02,SSp-m2/3:0.01,SSp-bfd2/3:0.01,SSp-n6a:0.01,ORBl6a:0.01,SSp-ul2/3:0.01,SSs6a:0.01	None	Rspo1	Slc17a7:9.5	Arhgap25	1124	175	Ovol2,Maf,Onecut2,Rorb,E2f1,Cux2	0	0.03	None	0.97	MO-SS	40	Cck:11.1	17	Hspb3,Robo3,Cryab,Rspo1	L5 IT CTX	Isocortex:1	Igfbp6,Rspo1,Igfbp4,Cbln4,Kazald1,Cbln2,Stxbp6,Galnt14	986	None	Glut	Glut	204	4	0.42	L4_5_6_IT_Car3	0.58
CS20230722_CLUS_0040	0040 L6 IT CTX Glut_2		CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:9.83	Slc17a7	Pallium-Glut	None	None	227_L6 IT CTX_4	None	None	MOp6a:0.17,MOs6a:0.15,SSp-m6a:0.09,SSs6a:0.04,SSp-ul6a:0.04,SSp-bfd6a:0.03,ACAd6a:0.03,SSp-n6a:0.03,SSp-ll6a:0.02,PL6a:0.02,VISp5:0.02,AId6a:0.02,fa:0.02,MOs5:0.02,scwm:0.02,RSPd6a:0.01,RSPagl6a:0.01,VISp6a:0.01,SSp-un6a:0.01,RSPd5:0.01,VISa6a:0.01,SSs6b:0.01,RSPagl5:0.01,AUDp5:0.01,RSPv6a:0.01	None	Inpp4b,Pou6f2,Fmn1	Slc17a7:9.83	Penk	5009	653	Satb2,Pparg,Pou6f2,Bcl11b,Zeb2,Neurod6	0	0.01	None	0.99	iCTX	41	Cck:9.8	19	Blnk,Sulf1,Cryab,Slc30a3	L6 IT CTX	Isocortex:0.95	Igfbp6,Lpar1,Bmpr1b,Cd34,Megf11,Galnt14,Pou6f2,Syndig1,Spon1,Cdh9,Rspo2,Sema3e	4259	None	Glut	Glut	227	4	0.26	L4_5_6_IT_Car3	0.74
CS20230722_CLUS_0041	0041 L6 IT CTX Glut_2		CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:9.83	Slc17a7	Pallium-Glut	None	None	227_L6 IT CTX_5	None	None	VISp5:0.11,MOs6a:0.1,MOp6a:0.1,SSp-m6a:0.07,SSp-bfd6a:0.05,VISp6a:0.04,SSp-ul6a:0.03,ACAd6a:0.03,SSs6a:0.03,VISl5:0.02,fa:0.02,SSp-n6a:0.02,SSp-ll6a:0.02,RSPd6a:0.02,RSPd5:0.02,RSPagl6a:0.02,MOs5:0.01,PL6a:0.01,ORBvl6a:0.01,RSPagl5:0.01,VISa6a:0.01,SSp-un6a:0.01,ORBm6a:0.01,RSPv5:0.01,VISpm5:0.01,CP:0.01,VISl6a:0.01,RSPv6a:0.01	None	Ighm,Whrn,Pdia5,Pou6f2,Rgs8	Slc17a7:9.83	Penk	18247	10212	Osr1,Satb2,Pou3f3,Pou6f2,Meis2,Esrrg	0	0.06	None	0.94	iCTX	41	Cck:10.3	19	Osr1,Satb2,Ighm,Chn2	L6 IT CTX	Isocortex:0.95	Osr1,C1ql3,Ighm,Sv2b,Chn2,Syt10	17859	None	Glut	Glut	227	4	0.37	L4_5_6_IT_Car3	0.63
CS20230722_CLUS_0042	0042 L6 IT CTX Glut_2		CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:9.9	Slc17a7	Pallium-Glut	None	None	208_L5/6 IT CTX	None	None	MOs5:0.28,MOp5:0.16,MOp6a:0.07,MOs6a:0.07,ACAd5:0.04,SSp-m6a:0.04,SSs6a:0.03,SSp-bfd6a:0.03,SSp-ul6a:0.02,SSp-ll6a:0.02,RSPd5:0.02,SSp-n6a:0.01,SSp-ul5:0.01	None	Ighm,Pou3f1,Ccbe1,Pou6f2	Slc17a7:9.9	Penk	2490	3663	Satb2,Onecut2,Pparg,Bcl11b,Tox,Pou6f2	0	0.09	None	0.91	MO-SS	41	Cck:10,Penk:3.2	17	Blnk,Ighm,Galnt14,Pou3f1	L5 IT CTX	Isocortex:1	Igfbp6,Ighm,Pou3f1,Rgs6,Ccdc3,Pou6f2	2390	None	Glut	Glut	208	4	0.4	L4_5_6_IT_Car3	0.6
CS20230722_CLUS_0043	0043 L6 IT CTX Glut_2		CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a7:9.94	Slc17a7	Pallium-Glut	None	None	227_L6 IT CTX_6	None	None	SSp-m6a:0.11,SSp-bfd6a:0.1,MOp5:0.07,SSp-ul6a:0.06,SSp-n6a:0.06,VISp5:0.05,SSs6a:0.04,SSp-m5:0.04,MOs5:0.04,MOp6a:0.04,SSp-ul5:0.03,SSp-ll6a:0.03,SSp-bfd5:0.02,SSs5:0.02,SSp-ll5:0.02,SSp-un6a:0.02,SSp-tr5:0.01,VISa5:0.01,MOs6a:0.01,RSPagl5:0.01	None	Ighm,Pld5,Chn2,Pou3f1	Slc17a7:9.94	Penk	2737	439	Satb2,Pou6f2,Pparg,Bcl11b,Ovol2,Zeb2	0	0.01	None	0.99	MO-SS	41	Cck:9.7	19	Gm11549,Ighm,C1ql3,Pld5	L6 IT CTX	Isocortex:0.99	Arhgap25,Slc30a3,Ighm,Chrm3,Pou3f1,Chn2,Cbln4	2625	None	Glut	Glut	227	4	0.49	L4_5_6_IT_Car3	0.51
CS20230722_CLUS_0044	0044 L6 IT CTX Glut_3		CS20230722_SUPT_0015	0015 L6 IT CTX Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a7:10.05	Slc17a7	Pallium-Glut	None	None	219_L6 IT CTX	None	None	ORBl5:0.11,ORBl6a:0.1,ORBvl5:0.09,ORBm5:0.08,AId6a:0.07,AId5:0.07,SSs5:0.06,AIv5:0.04,ORBm2/3:0.03,AUDv5:0.02,GU4:0.02,GU5:0.02,ORBvl6a:0.02,SSs4:0.02,ORBm6a:0.02,MOs6a:0.01,ORBl2/3:0.01,ORBvl2/3:0.01	None	Igsf3	Slc17a7:10.05	Dnah14	1462	419	Ovol2,Rorb,Bcl6,Pou6f2,Zfhx4,Satb2	0	0.11	None	0.89	ORB-AI	42	Cck:9.8,Adcyap1:5.7	19	Dkkl1,Fst,Il1rapl2,Fign	L6 IT CTX	Isocortex:0.98	Igfbp6,Gpx3,C1ql3,Cd24a,Fign,Adra1a	1361	None	Glut	Glut	219	4	0.4	L4_5_6_IT_Car3	0.6
CS20230722_CLUS_0045	0045 L6 IT CTX Glut_3		CS20230722_SUPT_0015	0015 L6 IT CTX Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a7:10.34	Slc17a7	Pallium-Glut	None	None	223_L6 IT CTX_1	None	None	SSs5:0.13,AUDv5:0.07,TEa5:0.06,SSs6a:0.06,AUDp5:0.06,GU5:0.04,VISC5:0.04,VISpor5:0.04,VISp5:0.03,AId6a:0.02,AUDpo5:0.02,SSs4:0.02,PL5:0.02,GU4:0.02,ACAv5:0.02,VISli5:0.02,SSp-m5:0.02,MOp5:0.01,AId5:0.01,PL6a:0.01,VISl5:0.01,AIv5:0.01,AUDd5:0.01,MOp6a:0.01,ORBm6a:0.01,MOs1:0.01,VISam5:0.01,AId2/3:0.01	None	BC006965,Ptpru,Fst,Rspo2	Slc17a7:10.34	Fst	1727	160	Ovol2,Lhx2,Pou6f2,Bcl11b,Zbtb7c,Pparg	0	0.04	None	0.96	AI-TPE-SSs-AUD	43	Cck:10.2	19	Prss22,Fst,Drd1,BC006965	L6 IT CTX	Isocortex:0.98	Met,Smoc2,Lpar1,Cntnap3,Slc30a3,Pparg,Medag	1536	None	Glut	Glut	223	4	0.46	L4_5_6_IT_Car3	0.54
